"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1756573786390872233","Sun Feb 11 07:00:00 +0000 2024","0","Guys gue gen z mendukung KITA2 YesMENANG karena dapat menciptakan kesempatan usaha serta pekuang kerja yg beragam dan merata. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2 https://t.co/t6l4ctvLiV","1756573786390872233","https://pbs.twimg.com/media/GGBzHmoa4AALIrZ.jpg","","in","","0","0","0","https://twitter.com/SintiaNurintan1/status/1756573786390872233","1658285146775379968","SintiaNurintan1"
"1756573786172756401","Sun Feb 11 07:00:00 +0000 2024","0","Teman gw gen z suppot KITA2 YesMENANG karena dapat menciptakan peluang umkm serta pekuang kerja yang adil dan merata. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573786172756401","","","in","","0","0","0","https://twitter.com/cahyatidaliani/status/1756573786172756401","1643449495286603778","cahyatidaliani"
"1756573786026209575","Sun Feb 11 07:00:00 +0000 2024","0","Bos kita gen z memilih KITA2 YesMENANG karena mampu membuat kesempatan umkm dan pekuang kerja yg beragam dan merata. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2 https://t.co/zj8IyNgkhg","1756573786026209575","https://pbs.twimg.com/media/GGBzF4FakAA1VNa.jpg","","in","","0","0","0","https://twitter.com/Midayantianti/status/1756573786026209575","1713751375816097792","Midayantianti"
"1756573785996906684","Sun Feb 11 07:00:00 +0000 2024","0","Sis kita gen z pilihnya KITA2 YesMENANG karena dapat menciptakan peluang bisnis dan pekuang kerja yang beragam hingga pelosok. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2 https://t.co/0dbEo9j3l9","1756573785996906684","https://pbs.twimg.com/media/GGB9MfpaoAA3iAq.jpg","","in","","0","0","0","https://twitter.com/FabionaBahar/status/1756573785996906684","1711384248924749824","FabionaBahar"
"1756573785610957073","Sun Feb 11 07:00:00 +0000 2024","0","Teman kita gen z suppot KITA2 YesMENANG sebab dapat membuat peluang umkm dan pekuang kerja yang adil sampai pelosok. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2 https://t.co/J106QCVPSP","1756573785610957073","https://pbs.twimg.com/media/GGBqgrnbEAA-gJM.jpg","","in","","0","0","0","https://twitter.com/KevinAndhara/status/1756573785610957073","1470383539673702400","KevinAndhara"
"1756573785522946236","Sun Feb 11 07:00:00 +0000 2024","0","Guys gue gen z mendukung KITA2 YesMENANG karena mampu membuat peluang usaha serta pekuang kerja yg beragam serta menyeluruh. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573785522946236","","","in","","0","0","0","https://twitter.com/BelonSupyan/status/1756573785522946236","1544175171413868549","BelonSupyan"
"1756573785380290631","Sun Feb 11 07:00:00 +0000 2024","0","Bos kita gen z pilihnya KITA2 YesMENANG karena mampu membangun kesempatan umkm serta pekuang kerja yang banyak dan menyeluruh. #BerDUAKamuMENANG PastikanPrabowo SampaiMenang","1756573785380290631","","","in","","0","0","0","https://twitter.com/Manda_man19/status/1756573785380290631","1640215665385836544","Manda_man19"
"1756573785262608710","Sun Feb 11 07:00:00 +0000 2024","0","Teman gue gen z suppot KITA2 YesMENANG karena dapat membangun kesempatan usaha dan pekuang kerja yg beragam dan menyeluruh. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2 https://t.co/lp184qlOo8","1756573785262608710","https://pbs.twimg.com/media/GGBr5_DbgAAKpls.jpg","","in","","0","0","0","https://twitter.com/Samiputraa8/status/1756573785262608710","1713012717932736512","Samiputraa8"
"1756573784964780479","Sun Feb 11 07:00:00 +0000 2024","0","Bro gw gen z memilih KITA2 YesMENANG karena bisa membuat peluang umkm dan pekuang kerja yg beragam di seluruh pelosok. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2 https://t.co/6r5oqTLIej","1756573784964780479","https://pbs.twimg.com/media/GGBmspXbQAAvcvM.jpg","","in","","0","0","0","https://twitter.com/mawardi22654/status/1756573784964780479","1696083348245069824","mawardi22654"
"1756573784587604204","Sun Feb 11 07:00:00 +0000 2024","0","Sis gw gen z pilihnya KITA2 YesMENANG sebab bisa membangun kesempatan usaha serta pekuang kerja yang banyak hingga pelosok. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573784587604204","","","in","","0","0","0","https://twitter.com/Andikas_a/status/1756573784587604204","1542133481832333312","Andikas_a"
"1756573784528564419","Sun Feb 11 07:00:00 +0000 2024","0","Teman gue gen z mendukung KITA2 YesMENANG sebab mampu membangun peluang bisnis serta pekuang kerja yg beragam serta merata. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573784528564419","","","in","","0","0","0","https://twitter.com/natanitaaa/status/1756573784528564419","1542375733296631808","natanitaaa"
"1756573784495304773","Sun Feb 11 07:00:00 +0000 2024","0","Teman gue gen z mendukung KITA2 YesMENANG karena bisa membangun kesempatan bisnis serta pekuang kerja yang adil di seluruh pelosok. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573784495304773","","","in","","0","0","0","https://twitter.com/VinaSiti_/status/1756573784495304773","1542382532053807104","VinaSiti_"
"1756573784352391530","Sun Feb 11 07:00:00 +0000 2024","0","Sis gw gen z memilih KITA2 YesMENANG sebab dapat menciptakan kesempatan umkm serta pekuang kerja yg beragam sampai pelosok. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2 https://t.co/f4mNvjCCzB","1756573784352391530","https://pbs.twimg.com/media/GGBqHKoaEAAAxv-.jpg","","in","","0","0","0","https://twitter.com/TariAmelia20/status/1756573784352391530","1473465912539824131","TariAmelia20"
"1756573784130367992","Sun Feb 11 07:00:00 +0000 2024","0","Guys gw gen z suppot KITA2 YesMENANG sebab bisa membangun kesempatan bisnis dan pekuang kerja yang beragam dan menyeluruh. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573784130367992","","","in","","0","0","0","https://twitter.com/leli_puti/status/1756573784130367992","1542031291998081024","leli_puti"
"1756573784016932973","Sun Feb 11 07:00:00 +0000 2024","0","Guys gw gen z pilihnya KITA2 YesMENANG karena dapat membangun peluang umkm dan pekuang kerja yg beragam sampai pelosok. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573784016932973","","","in","","0","0","0","https://twitter.com/IkhsanTarsan/status/1756573784016932973","1542787171001978880","IkhsanTarsan"
"1756573783974981665","Sun Feb 11 07:00:00 +0000 2024","0","Fren gw gen z mendukung KITA2 YesMENANG karena dapat menciptakan peluang usaha serta pekuang kerja yang adil hingga pelosok. #BerDUAKamuMENANG PastikanPrabowo SampaiMenang","1756573783974981665","","","in","","0","0","0","https://twitter.com/tika_lala/status/1756573783974981665","1476828533133504513","tika_lala"
"1756573783891316818","Sun Feb 11 07:00:00 +0000 2024","0","Guys gue gen z suppot KITA2 YesMENANG karena dapat menciptakan peluang usaha dan pekuang kerja yg beragam serta merata. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573783891316818","","","in","","0","0","0","https://twitter.com/HeriFirmanto_/status/1756573783891316818","1541886289422610432","HeriFirmanto_"
"1756573783886852265","Sun Feb 11 07:00:00 +0000 2024","0","Bos gue gen z pilihnya KITA2 YesMENANG sebab mampu membangun peluang umkm dan pekuang kerja yg banyak dan menyeluruh. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573783886852265","","","in","","0","0","0","https://twitter.com/GamurGumary/status/1756573783886852265","1542069402493132800","GamurGumary"
"1756573783773544761","Sun Feb 11 07:00:00 +0000 2024","0","Guys kita gen z mendukung KITA2 YesMENANG sebab mampu membangun kesempatan bisnis dan pekuang kerja yang adil serta menyeluruh. #BerDUAKamuMENANG PastiinPERGI KeTPSpagi2","1756573783773544761","","","in","","0","0","0","https://twitter.com/abyfajar3/status/1756573783773544761","1550104206190981120","abyfajar3"
